SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2016-0028,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-01-05,2016-01-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0029,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-01-05,2016-01-06,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0048,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-01-06,2016-01-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0053,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-01-07,2016-01-08,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0069,Burry Inlet,B038B,Carmarthenshire CC,SS48009950,North (West),2016-01-11,2016-01-12,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0070,Colne,B012F,Colchester BC,TM06171603,Pyefleet Spit,2016-01-11,2016-01-12,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0071,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-01-11,2016-01-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0072,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-01-11,2016-01-12,Mussels,ND,,,67,<RL,<RL,<LOQ,
BTX-2016-0073,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-01-11,2016-01-12,Mussels,ND,,,60,<RL,<RL,<LOQ,
BTX-2016-0074,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-01-11,2016-01-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0075,The Wash,B003V,Boston BC,TF44234098,Toft,2016-01-11,2016-01-12,Mussels,ND,,,33,<RL,<RL,<LOQ,
BTX-2016-0076,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-01-11,2016-01-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0077,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-01-10,2016-01-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0078,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-01-11,2016-01-12,Mussels,ND,,,30,<RL,<RL,<LOQ,
BTX-2016-0079,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-01-10,2016-01-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0080,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-01-11,2016-01-12,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0081,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-01-11,2016-01-12,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0082,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-01-11,2016-01-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0083,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2016-01-11,2016-01-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0084,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-01-11,2016-01-12,Mussels,ND,,,19,<RL,<RL,<LOQ,
BTX-2016-0085,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2016-01-11,2016-01-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0086,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2016-01-11,2016-01-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0088,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2016-01-12,2016-01-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0102,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2016-01-12,2016-01-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0103,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2016-01-12,2016-01-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0104,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2016-01-12,2016-01-13,Mussels,ND,,,28,<RL,<RL,<LOQ,
BTX-2016-0105,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-01-12,2016-01-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0106,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-01-12,2016-01-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0108,North Kent Coast,B17BS,Canterbury CC,TR1028966874,WOCO Westbeach,2016-01-12,2016-01-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0109,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2016-01-12,2016-01-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0115,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-01-13,2016-01-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0116,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-01-13,2016-01-14,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0117,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-01-13,2016-01-14,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0118,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-01-13,2016-01-14,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0119,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-01-13,2016-01-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0120,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-01-13,2016-01-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0121,Porlock,B094C,West Somerset Council,SS87144783,Porlock East,2016-01-13,2016-01-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0122,West Mersea,B13AA,Colchester BC,TM02991215,West Mersea Outfall,2016-01-13,2016-01-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0125,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2016-01-14,2016-01-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0126,Swale,B076P,Swale BC,TR01316497,The Causeway,2016-01-14,2016-01-15,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0131,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2016-01-14,2016-01-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0138,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-01-18,2016-01-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0139,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-01-18,2016-01-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0140,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-01-18,2016-01-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0151,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2016-01-19,2016-01-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0152,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-01-19,2016-01-20,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0153,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-01-19,2016-01-20,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0154,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-01-19,2016-01-20,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0155,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-01-19,2016-01-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0156,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-01-19,2016-01-20,Mussels,ND,,,15,<RL,<RL,<LOQ,
BTX-2016-0157,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-01-19,2016-01-20,Mussels,ND,,,15,<RL,<RL,<LOQ,
BTX-2016-0158,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-01-19,2016-01-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0159,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-01-19,2016-01-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0160,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-01-19,2016-01-20,Mussels,ND,,,17,<RL,<RL,<LOQ,
BTX-2016-0161,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2016-01-19,2016-01-20,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0166,Chichester Harbour,B018Q,Havant BC,SU72990439,Northney Marina,2016-01-20,2016-01-21,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0167,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-01-20,2016-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0168,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2016-01-20,2016-01-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0170,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-01-21,2016-01-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0171,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-01-25,2016-01-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0172,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-01-25,2016-01-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0173,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-01-25,2016-01-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0174,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-01-25,2016-01-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0175,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-01-25,2016-01-26,Mussels,ND,,,45,<RL,<RL,<LOQ,
BTX-2016-0176,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-01-25,2016-01-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0177,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2016-01-26,2016-01-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0178,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-01-26,2016-01-27,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0179,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-01-26,2016-01-27,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0180,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-01-26,2016-01-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0186,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2016-01-27,2016-01-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0201,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-02-01,2016-02-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0202,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-02-01,2016-02-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0203,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-02-01,2016-02-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0207,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-02-02,2016-02-03,Mussels,ND,,,33,<RL,<RL,<LOQ,
BTX-2016-0208,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-02-02,2016-02-03,Mussels,ND,,,16,<RL,<RL,<LOQ,
BTX-2016-0209,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-02-02,2016-02-03,Mussels,ND,,,31,<RL,<RL,<LOQ,
BTX-2016-0211,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-02-02,2016-02-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0212,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-02-02,2016-02-03,Mussels,ND,,,26,<RL,<RL,<LOQ,
BTX-2016-0221,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-02-03,2016-02-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0222,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-02-03,2016-02-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0223,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-02-03,2016-02-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0224,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-02-03,2016-02-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0225,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-02-03,2016-02-04,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0228,West Mersea,B13AG,Colchester BC,TL97341340,Salcott Pacifics,2016-02-04,2016-02-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0244,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2016-02-08,2016-02-09,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0245,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2016-02-08,2016-02-09,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0246,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-02-08,2016-02-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0247,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-02-08,2016-02-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0266,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-02-09,2016-02-10,Mussels,ND,,,20,<RL,<RL,<LOQ,
BTX-2016-0267,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-02-09,2016-02-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0268,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-02-09,2016-02-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0269,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-02-09,2016-02-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0270,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-02-09,2016-02-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0271,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2016-02-09,2016-02-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0272,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-02-09,2016-02-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0273,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2016-02-09,2016-02-10,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0274,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2016-02-09,2016-02-10,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0275,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-02-09,2016-02-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0276,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2016-02-09,2016-02-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0277,Burry Inlet,B038I,City and Council of Swansea,SS55113995645,South East 4,2016-02-09,2016-02-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0278,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-02-09,2016-02-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0280,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2016-02-10,2016-02-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0292,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-02-10,2016-02-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0293,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-02-10,2016-02-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0294,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-02-10,2016-02-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0295,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-02-10,2016-02-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0296,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-02-10,2016-02-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0297,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-02-10,2016-02-11,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0298,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-02-10,2016-02-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0299,Porlock,B094C,West Somerset Council,SS87144784,Porlock East,2016-02-10,2016-02-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0300,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-02-10,2016-02-11,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0301,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2016-02-10,2016-02-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0302,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-02-10,2016-02-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0303,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2016-02-10,2016-02-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0306,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-02-11,2016-02-12,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0307,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-02-11,2016-02-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0308,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2016-02-11,2016-02-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0318,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2016-02-15,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0319,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-02-15,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0320,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-02-15,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0321,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-02-15,2016-02-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0322,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-02-15,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0323,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-02-14,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0324,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-02-15,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0325,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-02-15,2016-02-16,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0326,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-02-15,2016-02-16,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0327,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-02-15,2016-02-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0328,West Mersea,B13AA,Colchester BC,TM02981217,West Mersea Outfall,2016-02-15,2016-02-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0329,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2016-02-15,2016-02-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0341,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-02-16,2016-02-17,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0342,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2016-02-16,2016-02-17,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0343,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-02-16,2016-02-17,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0344,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-02-16,2016-02-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0345,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-02-16,2016-02-17,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0346,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-02-16,2016-02-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0354,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-02-17,2016-02-18,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0359,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2016-02-18,2016-02-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0360,Chichester Harbour,B018Q,Havant BC,SU72990439,Northney Marina,2016-02-18,2016-02-19,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0361,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2016-02-18,2016-02-19,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0364,Camel,B035X,Cornwall CC,SW93427533,Porthilly Cove,2016-02-22,2016-02-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0365,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-02-22,2016-02-23,Pacific oysters,Unsuitable,,,Unsuitable,Unsuitable,Unsuitable,Unsuitable,
