SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2016-0948,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-04-11,2016-04-12,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-0949,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-04-10,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0950,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-04-10,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0951,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-04-11,2016-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0952,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-04-11,2016-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0953,North Kent Coast,B17BS,Canterbury CC,TR1028866861,WOCO Westbeach,2016-04-11,2016-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0954,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2016-04-11,2016-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0955,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2016-04-12,2016-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-0999,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2016-04-12,2016-04-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1000,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2016-04-12,2016-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1001,West Mersea,B13AA,Colchester BC,TM0298712174,West Mersea Outfall,2016-04-12,2016-04-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1002,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-04-12,2016-04-13,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1003,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-04-12,2016-04-13,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1004,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-04-12,2016-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1005,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-04-12,2016-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1006,Swale,B076P,Swale BC,TR01316497,The Causeway,2016-04-12,2016-04-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1007,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2016-04-12,2016-04-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1008,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2016-04-12,2016-04-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1009,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-04-12,2016-04-13,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1010,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-04-12,2016-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1011,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2016-04-12,2016-04-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1012,Dee,B45AE,Wirral BC,SJ21068470,West Kirby,2016-04-12,2016-04-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1028,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2016-04-13,2016-04-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1029,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-04-13,2016-04-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1030,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2016-04-13,2016-04-14,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1052,West Mersea,B13AG,Colchester BC,TL9738913407,Salcott Pacifics,2016-04-18,2016-04-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1053,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-04-18,2016-04-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1054,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-04-18,2016-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1055,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-04-18,2016-04-19,Mussels,ND,,,14,<RL,<RL,<LOQ,
BTX-2016-1056,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-04-18,2016-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1057,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-04-18,2016-04-19,Mussels,ND,,,,,,,
BTX-2016-1083,Colne,B012F,Colchester BC,TM0620716007,Pyefleet Spit,2016-04-19,2016-04-20,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1084,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-04-19,2016-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1085,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-04-19,2016-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1086,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-04-19,2016-04-20,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1087,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-04-19,2016-04-20,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1088,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-04-18,2016-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1089,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-04-19,2016-04-20,Mussels,Detected,<400,,,,,,
BTX-2016-1113,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-04-20,2016-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1114,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-04-20,2016-04-21,Pacific oysters,ND,,,,,,,
BTX-2016-1115,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-04-20,2016-04-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1116,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-04-20,2016-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1117,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2016-04-20,2016-04-21,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1118,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2016-04-20,2016-04-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2061-1119,Porlock,B094C,West Somerset Council,SS87144783,Porlock East,2016-04-20,2016-04-21,Pacific oysters,ND,,,,,,,
BTX-2016-1128,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-04-21,2016-04-22,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1145,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-04-25,2016-04-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1146,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-04-25,2016-04-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1147,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-04-25,2016-04-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1148,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-04-25,2016-04-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1149,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-04-25,2016-04-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1150,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-04-25,2016-04-26,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1151,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-04-25,2016-04-26,Pacific oysters,Detected,<400,,,,,,
BTX-2016-1152,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-04-25,2016-04-26,Mussels,Detected,?400,<RL,,,,,
BTX-2016-1183,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-04-26,2016-04-27,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1184,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-04-26,2016-04-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1185,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2016-04-26,2016-04-27,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1186,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-04-26,2016-04-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1187,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2016-04-26,2016-04-27,Mussels,Unsuitable ,,,Unsuitable ,Unsuitable ,Unsuitable ,Unsuitable ,Additional flesh sample requested
BTX-2016-1188,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-04-26,2016-04-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1189,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-04-26,2016-04-27,Mussels,ND,,,,,,,
BTX-2016-1209,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-04-27,2016-04-28,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1210,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-04-27,2016-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1211,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-04-27,2016-04-28,Mussels,ND,,,,,,,
BTX-2016-1212,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-04-26,2016-04-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1213,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2016-04-27,2016-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1214,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2016-04-27,2016-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1215,Dee,B45AE,Wirral BC,SJ21068470,West Kirby,2016-04-27,2016-04-28,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1217,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2016-04-28,2016-04-29,Surf clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1255,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2016-05-03,2016-05-04,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1256,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-05-03,2016-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1257,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-05-03,2016-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1258,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-05-03,2016-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1259,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2016-05-03,2016-05-04,Mussels,ND,,,16,<RL,<RL,<LOQ,
BTX-2016-1260,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2016-05-03,2016-05-04,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1261,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2016-05-03,2016-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1262,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2016-05-03,2016-05-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1263,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2016-05-03,2016-05-04,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1264,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-05-03,2016-05-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1265,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-05-03,2016-05-04,Mussels,Detected,?400,1023,,,,,Additional flesh and water samples required
BTX-2016-1266,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2016-05-03,2016-05-04,Mussels,,,,<RL,<RL,<RL,,
BTX-2016-1267,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2016-05-03,2016-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1268,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2016-04-04,2016-05-04,Pacific oysters,ND,,,,,,,
BTX-2016-1289,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1290,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1291,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1292,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1293,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-05-04,2016-05-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1294,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-05-04,2016-05-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1295,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1296,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2016-05-04,2016-05-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1297,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1298,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1299,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2016-05-04,2016-05-05,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1300,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-05-04,2016-05-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1301,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2016-05-04,2016-05-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1302,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-05-04,2016-05-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1307,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-05-05,2016-05-06,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1308,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-05-04,2016-05-06,Mussels,,,,<RL,<RL,<RL,,
BTX-2016-1333,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-05-09,2016-05-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1334,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2016-05-09,2016-05-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1335,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-05-09,2016-05-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1336,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-05-09,2016-05-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1337,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-05-09,2016-05-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1338,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2016-05-09,2016-05-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1339,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2016-05-09,2016-05-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1340,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2016-05-09,2016-05-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1341,Roach,B73AF,London PHA,TQ94909207,Paglesham,2016-05-09,2016-05-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1342,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-05-09,2016-05-10,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1343,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-05-09,2016-05-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1344,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-05-09,2016-05-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1345,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2016-05-09,2016-05-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1346,Porlock,B094C,West Somerset Council,SS87144783,Porlock East,2016-05-09,2016-05-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1347,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-05-08,2016-05-10,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1369,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2016-05-10,2016-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1370,West Mersea,B13AA,Colchester BC,TM02991215,West Mersea Outfall,2016-05-10,2016-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1371,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-05-10,2016-05-11,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1372,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-05-10,2016-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1373,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2016-05-10,2016-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1374,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-05-10,2016-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1375,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2016-05-09,2016-05-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1376,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2016-05-10,2016-05-11,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1377,Swale,B076P,Swale BC,TR01316497,The Causeway,2016-05-10,2016-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1378,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2016-05-10,2016-05-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1397,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2016-05-11,2016-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1398,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2016-05-11,2016-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1399,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2016-05-11,2016-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1400,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2016-05-11,2016-05-12,Pacific oysters,ND,,,<RL,<RL,<RL,1,
BTX-2016-1401,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-05-11,2016-05-12,Mussels,Detected,?400,2528,,,,,Additional flesh and water samples
BTX-2016-1402,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2016-05-10,2016-05-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1405,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-05-12,2016-05-13,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1406,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2016-05-11,2016-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1407,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2016-05-11,2016-05-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1433,West Mersea,B13AG,Colchester BC,TL97431340,Salcott Pacifics,2016-05-16,2016-05-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1434,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2016-05-16,2016-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1435,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2016-05-16,2016-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1436,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2016-05-16,2016-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1437,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2016-05-16,2016-05-17,Mussels,ND,,,,,,,
BTX-2016-1438,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-05-16,2016-05-17,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1439,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-05-16,2016-05-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1440,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-05-16,2016-05-17,Mussels,Detected,>400,1148,,,,,
BTX-2016-1456,Colne,B012F,Colchester BC,TM0622316011,Pyefleet Spit,2016-05-17,2016-05-18,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1463,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2016-05-17,2016-05-18,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1464,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan ,2016-05-17,2016-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1465,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2016-05-17,2016-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1466,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2016-05-17,2016-05-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1484,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2016-05-18,2016-05-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1485,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-05-18,2016-05-19,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1486,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2016-05-18,2016-05-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1488,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2016-05-19,2016-05-20,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1499,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2016-05-22,2016-05-24,Pacific oysters,Detected,<400,,,,,,
BTX-2016-1500,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2016-05-23,2016-05-24,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1501,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2016-05-23,2016-05-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1502,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2016-05-23,2016-05-24,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1503,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2016-05-23,2016-05-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2016-1504,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2016-05-23,2016-05-24,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2016-1505,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2016-05-23,2016-05-24,Mussels,Detected,<400,,,,,,
BTX-2016-1506,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2016-05-23,2016-05-24,Pacific oysters,ND,,,,,,,
