SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2017-0424,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2017-03-07,2017-03-08,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0425,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,2017-03-06,2017-03-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0426,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-03-07,2017-03-08,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0442,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-03-08,2017-03-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0443,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-03-08,2017-03-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0444,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-03-09,2017-03-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0445,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2017-03-09,2017-03-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0446,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2017-03-09,2017-03-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0447,Colne,B012F,Colchester BC,TM0622416010,Pyefleet Spit,2017-03-09,2017-03-10,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0449,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-03-09,2017-03-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0450,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-03-09,2017-03-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0469,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-03-13,2017-03-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0470,The Wash,B003V,Boston BC,TF44234098,Toft,2017-03-13,2017-03-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0471,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2017-03-13,2017-03-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0472,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-03-13,2017-03-14,Mussels,ND,,,50,<RL,<RL,<LOQ,
BTX-2017-0473,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-03-12,2017-03-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0474,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-03-13,2017-03-14,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0475,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2017-03-13,2017-03-14,Surf clams,ND,,,<RL,<RL,<RL,3.8,
BTX-2017-0476,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2017-03-13,2017-03-14,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0477,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2017-03-13,2017-03-14,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0478,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-03-13,2017-03-14,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0497,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2017-03-14,2017-03-15,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0498,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-03-13,2017-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0499,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-03-13,2017-03-15,Mussels,ND,,,23,<RL,<RL,<LOQ,
BTX-2017-0500,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-03-13,2017-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0501,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar ,2017-03-14,2017-03-15,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0502,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2017-03-13,2017-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0503,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-03-14,2017-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0504,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2017-03-14,2017-03-15,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0505,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2017-03-14,2017-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0506,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2017-03-13,2017-03-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0507,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2017-03-14,2017-03-15,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0531,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2017-03-15,2017-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0532,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-03-15,2017-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0533,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-03-15,2017-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0534,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-03-15,2017-03-16,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0538,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2017-03-16,2017-03-17,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0549,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2017-03-20,2017-03-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0550,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-03-20,2017-03-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0551,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2017-03-20,2017-03-21,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0552,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2017-03-20,2017-03-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0553,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-03-20,2017-03-21,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0585,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2017-03-21,2017-03-22,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0586,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2017-03-21,2017-03-22,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0587,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-03-21,2017-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0588,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-03-21,2017-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0589,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-03-21,2017-03-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0610,Camel,B35AE,Cornwall CC,SW93427530,Porthilly Rock B,2017-03-23,2017-03-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0611,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-03-23,2017-03-24,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0612,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2017-03-23,2017-03-24,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0630,Percuil,B033R,Cornwall PHA,SW85853369,Percuil ,2017-03-27,2017-03-28,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0631,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2017-03-27,2017-03-28,Hard clams,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0632,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-03-27,2017-03-28,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0662,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2017-03-28,2017-03-29,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0677,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2017-03-28,2017-03-30,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0678,Chichester Harbour,B018P,Chichester DC,SU77760479,Hambrook,2017-03-29,2017-03-30,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0680,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2017-03-30,2017-03-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0681,West Mersea,B13AA,Colchester BC,TM0299212168,West Mersea Outfall,2017-03-30,2017-03-31,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0703,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-04-03,2017-04-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0704,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2017-04-03,2017-04-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0705,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-04-03,2017-04-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0706,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-04-04,2017-04-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0726,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-04-04,2017-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0727,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2017-04-04,2017-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0728,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-04-04,2017-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0729,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,2017-04-04,2017-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0730,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2017-04-04,2017-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0731,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-04-04,2017-04-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0732,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-04-04,2017-04-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0745,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-04-05,2017-04-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0746,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-04-05,2017-04-06,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0747,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-04-04,2017-04-06,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0750,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2017-04-06,2017-04-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0751,Colne,B012F,Colchester BC,TM0623716003,Pyefleet Spit,2017-04-06,2017-04-07,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0752,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2017-04-06,2017-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0753,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-04-06,2017-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0754,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-04-06,2017-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0755,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-04-06,2017-04-07,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0756,Blackwater,B14AD,Maldon DC,TM04210928,St Peters Flats ,2017-04-06,2017-04-07,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0757,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2017-04-06,2017-04-07,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0775,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-04-10,2017-04-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0776,The Wash,B003V,Boston BC,TF44234098,Toft,2017-04-10,2017-04-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0777,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-04-10,2017-04-11,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0778,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-04-10,2017-04-11,Mussels,ND,,,15,<RL,<RL,<LOQ,
BTX-2017-0779,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2017-04-10,2017-04-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0780,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2017-04-10,2017-04-11,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0781,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-04-10,2017-04-11,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0782,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2017-04-10,2017-04-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0783,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2017-04-10,2017-04-11,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0784,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-04-10,2017-04-11,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0803,North Kent Coast,B17BS,Canterbury CC,Unverified,WOCO Westbeach,2017-04-11,2017-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0804,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2017-04-11,2017-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0805,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2017-04-11,2017-04-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0806,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-04-10,2017-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0807,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-04-11,2017-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0808,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2017-04-11,2017-04-12,Surf clams,ND,,,<RL,<RL,<RL,3.8,
BTX-2017-0809,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-04-11,2017-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0810,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-04-11,2017-04-12,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0811,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2017-04-11,2017-04-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0812,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2017-04-11,2017-04-12,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0837,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0838,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0839,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0840,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0841,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0842,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-04-18,2017-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0843,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-04-17,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0844,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-04-17,2017-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0845,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,2017-04-18,2017-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0846,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier ,2017-04-18,2017-04-19,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0847,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0848,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-04-18,2017-04-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0849,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-04-18,2017-04-19,Mussels,ND,,,,,,,
BTX-2017-0860,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2017-04-18,2017-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0861,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-04-19,2017-04-20,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0862,Dee,B45AE,Wirral BC,SJ21068470,West Kirby,2017-04-19,2017-04-20,Cockles,Detected,<400,,<RL,<RL,<RL,1.1,
BTX-2017-0866,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-04-19,2017-04-21,Mussels,ND,,,,,,,
BTX-2017-0879,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2017-04-24,2017-04-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0880,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-04-24,2017-04-25,Pacific oysters,Detected,<400,,,,,,
BTX-2017-0889,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2017-04-25,2017-04-26,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0890,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-04-25,2017-04-26,Pacific oysters,Detected,<400,,,,,,
BTX-2017-0898,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2017-04-25,2017-04-27,Pacific oysters,ND,,,<RL,<RL,<RL,1.5,
BTX-2017-0899,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-04-26,2017-04-27,Pacific oysters,ND,,,,,,,
BTX-2017-0903,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2017-04-27,2017-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0904,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2017-04-27,2017-04-28,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0905,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-04-27,2017-04-28,Pacific oysters,ND,,,,,,,
BTX-2017-0906,West Mersea,B13AA,Colchester BC,TM0299212168,West Mersea Outfall,2017-04-27,2017-04-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0907,Swale,B076P,Swale BC,TR01316497,The Causeway,2017-04-27,2017-04-28,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0941,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-05-02,2017-05-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0942,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-05-02,2017-05-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0943,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-05-02,2017-05-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0944,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2017-05-02,2017-05-03,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0945,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-05-03,2017-05-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0963,Blackwater,B14AD,Maldon DC,TM0421009281,St Peters Flats ,2017-05-03,2017-05-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0964,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-05-03,2017-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0965,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-05-02,2017-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0966,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-05-02,2017-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0967,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-05-03,2017-05-04,Pacific oysters,,,,,,,<LOQ,
BTX-2017-0968,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-05-03,2017-05-04,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0969,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-05-03,2017-05-04,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0970,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-05-02,2017-05-04,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0982,Colne,B012F,Colchester BC,TM0621316013,Pyefleet Spit,2017-05-08,2017-05-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0983,West Mersea,B13AG,Colchester BC,TM97371345,Salcott Pacifics,2017-05-08,2017-05-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0984,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-05-08,2017-05-09,Cockles,Detected,<400,,<RL,<RL,<RL,2.2,
BTX-2017-0985,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2017-05-08,2017-05-09,Mussels,ND,,,<RL,<RL,<RL,1.3,
BTX-2017-0986,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2017-05-08,2017-05-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0987,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-05-08,2017-05-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0988,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-05-08,2017-05-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0989,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-05-08,2017-05-09,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0990,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-05-08,2017-05-09,Hard clams,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-0991,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-05-08,2017-05-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-0992,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2017-05-08,2017-05-09,Surf clams,ND,,,<RL,<RL,<RL,3.4,
BTX-2017-0993,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2017-05-08,2017-05-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1015,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2017-05-09,2017-05-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1016,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2017-05-09,2017-05-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1017,Portsmouth Harbour,B020I,Portsmouth PHA,SU64080370,Tipner Bridge,2017-05-09,2017-05-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1018,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-05-09,2017-05-10,Pacific oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
