SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult(Detected-ND),PSP_HPLC(Microgram_STXeq_per_kg)SemiquantResult_<400->400,PSP_HPLCResult_(Microgram_STXeq_per_kg)HighValueCalculatedFromMU,TotalOA-DTXs-PTXs(Microgram_OA_eq_per_kg)HighValueCalculatedFromMU,TotalAZAS_(Microgram_AZA1_eq_per_kg)HighValueCalculatedFromMU,TotalYTXS(mg_YTX_eq_per_kg)HighValueCalculatedFromMU,ASP(MGPerKG),ActionRequired
BTX-2017-1619,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-07-10,2017-07-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1627,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2017-07-10,2017-07-11,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1628,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-07-10,2017-07-11,Mussels,ND,,,36,<RL,<RL,<LOQ,
BTX-2017-1649,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2017-07-11,2017-07-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1650,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-07-11,2017-07-12,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1651,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-07-11,2017-07-12,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1652,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2017-07-11,2017-07-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1653,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2017-07-11,2017-07-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1654,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2017-07-11,2017-07-12,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1655,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2017-07-11,2017-07-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1656,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-07-11,2017-07-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1657,Porlock,B094E,West Somerset Council,SS87184778,Porlock Relay,2017-07-11,2017-07-12,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1658,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-07-11,2017-07-12,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1659,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-07-11,2017-07-12,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1673,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2017-07-12,2017-07-13,Mussels,ND,,,34,<RL,<RL,<LOQ,
BTX-2017-1674,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2017-07-12,2017-07-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1675,Three Rivers,B071B,Carmarthenshire CC,SN3453508971,Wharley Point,2017-07-12,2017-07-13,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1676,Dee,B45AB,Flintshire CC,SJ1779880428,Salisbury,2017-07-12,2017-07-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1677,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-07-11,2017-07-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1678,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-07-11,2017-07-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1679,Chichester Harbour,B018N,Havant BC,SU77760479,Northney Marina,2017-07-12,2017-07-13,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1680,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2017-07-12,2017-07-13,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1681,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-07-12,2017-07-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1682,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-07-12,2017-07-13,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1683,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2017-07-12,2017-07-13,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1684,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-07-13,2017-07-14,Mussels,ND,,,48,<RL,<RL,<LOQ,
BTX-2017-1685,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-07-12,2017-07-14,Mussels,ND,,,236,<RL,<RL,,
BTX-2017-1706,Chichester Harbour,B018N,Havant BC,SU72990439,Northney Marina,2017-07-17,2017-07-18,Cockles,Detected,<400,,,,,,
BTX-2017-1730,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2017-07-18,2017-07-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1731,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,2017-07-17,2017-07-19,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1732,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-07-18,2017-07-19,Mussels,ND,,,,,,,
BTX-2017-1745,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-07-19,2017-07-20,Mussels,,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1746,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-07-19,2017-07-20,Mussels,,,,41,<RL,<RL,<LOQ,
BTX-2017-1747,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-07-18,2017-07-20,Pacific oysters,,,,<RL,<RL,<RL,,
BTX-2017-1748,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-07-19,2017-07-20,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1749,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-07-19,2017-07-20,Mussels,,,,42,<RL,<RL,,
BTX-2017-1750,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2017-07-20,2017-07-21,Surf clams,ND,,,<RL,<RL,<RL,3.6,
BTX-2017-1751,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-07-20,2017-07-21,Mussels,,,,213,<RL,<RL,,Additional flesh sample requested
BTX-2017-1768,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-07-24,2017-07-25,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1769,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2017-07-24,2017-07-25,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1770,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-07-24,2017-07-25,Mussels,Detected,<400,,,,,,
BTX-2017-1771,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,2017-07-24,2017-07-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1772,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-07-24,2017-07-25,Pacific oysters,ND,,,,,,,
BTX-2017-1795,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-07-25,2017-07-26,Mussels,Detected,<400,,,,,,
BTX-2017-1796,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-07-25,2017-07-26,Mussels,Detected,<400,,,,,,
BTX-2017-1797,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-07-25,2017-07-26,Native oysters,ND,,,,,,,
BTX-2017-1798,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2017-07-25,2017-07-26,Mussels,ND,,,25,<RL,<RL,<LOQ,
BTX-2017-1811,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2017-07-25,2017-07-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1812,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2017-07-26,2017-07-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1813,Swale,B076P,Swale BC,TR01316497,The Causeway,2017-07-26,2017-07-27,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1814,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2017-07-26,2017-07-27,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1815,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-07-26,2017-07-27,Pacific oysters,ND,,,,,,,
BTX-2017-1816,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-07-26,2017-07-27,Pacific oysters,ND,,,,,,,
BTX-2017-1817,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-07-26,2017-07-27,Mussels,ND,,,,,,,
BTX-2017-1818,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-07-25,2017-07-27,Mussels,,,,234,<RL,<RL,,Additional flesh sample requested
BTX-2017-1820,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2017-07-26,2017-07-27,Mussels,Detected,<400,,19,<RL,<RL,<LOQ,
BTX-2017-1821,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-07-26,2017-07-27,Mussels,ND,,,18,<RL,<RL,<LOQ,
BTX-2017-1841,West Mersea,B13AA,Colchester BC,TM299212168,West Mersea Outfall,2017-07-31,2017-08-01,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1842,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-07-31,2017-08-01,Mussels,Detected,<400,,,,,,
BTX-2017-1843,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-07-31,2017-08-01,Mussels,ND,,,,,,,
BTX-2017-1844,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-07-31,2017-08-01,Mussels,Detected,<400,,,,,,
BTX-2017-1864,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-08-01,2017-08-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1865,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-08-01,2017-08-02,Mussels,Detected,?400,1590,,,,,Additional flesh sample requested
BTX-2017-1866,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-08-01,2017-08-02,Mussels,Detected,<400,,27,<RL,<RL,<LOQ,
BTX-2017-1867,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2017-08-01,2017-08-02,Mussels,ND,,,,,,,
BTX-2017-1868,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats ,2017-08-01,2017-08-02,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1869,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-08-01,2017-08-02,Pacific oysters,ND,,,,,,,
BTX-2017-1870,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-08-01,2017-08-02,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1871,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-08-01,2017-08-02,Native oysters,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1872,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-08-01,2017-08-02,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1877,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2017-08-02,2017-08-03,Mussels,,,,<RL,<RL,<RL,,
BTX-2017-1878,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-08-01,2017-08-03,Mussels,ND,,,,,,,
BTX-2017-1879,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2017-08-01,2017-08-03,Mussels,,,,162,<RL,<RL,,Additional flesh sample requested
BTX-2017-1880,Colne,B012F,Colchester BC,TM0619916003,Pyefleet Spit,2017-08-02,2017-08-03,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1881,West Mersea,B13AG,Colchester BC,TL97441340,Salcott Pacifics,2017-08-02,2017-08-03,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1882,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-08-02,2017-08-03,Mussels,ND,,,31,<RL,<RL,<LOQ,
BTX-2017-1891,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-08-03,2017-08-04,Hard clams,ND,,,<RL,<RL,<RL,1,
BTX-2017-1918,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF7947844464,Loose-J,2017-08-07,2017-08-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1919,The Wash,B003V,Boston BC,TF4473141997,Toft,2017-08-07,2017-08-08,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1920,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2017-08-07,2017-08-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1921,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2017-08-07,2017-08-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1922,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2017-08-07,2017-08-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1923,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-08-07,2017-08-08,Mussels,ND,,,13,<RL,<RL,<LOQ,
BTX-2017-1924,Burry Inlet,B038B,Carmarthenshire CC,SS48009850,North (West),2017-08-07,2017-08-08,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1950,North Kent Coast,B17BS,Canterbury CC,TR10296690,WOCO Westbeach,2017-08-08,2017-08-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1951,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-08-08,2017-08-09,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1952,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-08-08,2017-08-09,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1953,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-08-08,2017-08-09,Mussels,Detected,<400,,,,,,
BTX-2017-1954,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2017-08-08,2017-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1955,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-08-08,2017-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1956,The Wash,B04AP,Kings Lynn & West Norfolk BC,TF65963701,Stubborn Sand,2017-08-08,2017-08-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1957,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2017-08-08,2017-08-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1958,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2017-08-08,2017-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1959,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-08-08,2017-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1960,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2017-08-08,2017-08-09,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1961,Burry Inlet,B038L,City and Council of Swansea,SS4425695519,Whitford Point ,2017-08-08,2017-08-09,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1962,Burry Inlet,B038I,City and Council of Swansea,SS5113995645,South East 4,2017-08-08,2017-08-09,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1963,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-08-08,2017-08-09,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1965,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-08-09,2017-08-09,Pacific oysters,ND,,,<RL,<RL,<RL,1,
BTX-2017-1975,Three Rivers,B071B,Carmarthenshire CC,SN3458008969,Wharley Point,2017-08-09,2017-08-10,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1976,Conwy,B044V,Conwy CBC,SH7630879722,Conwy West,2017-08-09,2017-08-10,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1977,Dee,B45AB,Flintshire CC,SJ1779880428,Salisbury,2017-08-09,2017-08-10,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1978,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-08-09,2017-08-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1979,Portsmouth Harbour,B020H,Portsmouth PHA,SU6232906354,Paulsgrove,2017-08-09,2017-08-10,Hard clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1980,Dart,B028B,South Hams DC,SX87415599,Waddeton ,2017-08-09,2017-08-10,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1981,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-08-09,2017-08-10,Pacific oysters,Detected,?400,831,<RL,<RL,<RL,1,Additional flesh sample requested
BTX-2017-1982,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-08-08,2017-08-10,Mussels,,,,70,<RL,<RL,,
BTX-2017-1996,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,2017-08-14,2017-08-15,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-1997,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ2899294782,Harrison Drive East,2017-08-14,2017-08-15,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-1998,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-08-14,2017-08-15,Pacific oysters,ND,,,,,,,
BTX-2017-2018,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-08-15,2017-08-16,Mussels,ND,,,,,,,
BTX-2017-2020,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-08-15,2017-08-16,Mussels,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-2021,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,2017-08-15,2017-08-16,Surf clams,ND,,,<RL,<RL,<RL,3.5,
BTX-2017-2022,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-08-15,2017-08-16,Mussels,ND,,,,,,,
BTX-2017-2043,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-08-16,2017-08-17,Mussels,ND,,,,,,,
BTX-2017-2044,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-08-16,2017-08-17,Mussels,ND,,,,,,,
BTX-2017-2045,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2017-08-16,2017-08-17,Cockles,,,,<RL,<RL,<RL,,
BTX-2017-2046,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-08-16,2017-08-17,Mussels,ND,,,45,<RL,<RL,<LOQ,
BTX-2017-2047,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-08-16,2017-08-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2048,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2017-08-16,2017-08-18,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2069,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2017-08-21,2017-08-22,Cockles,,,,<RL,<RL,<RL,,
BTX-2017-2070,Deben,B010O,Suffolk Coastal DC,TM29104500,Stonner Point,2017-08-21,2017-08-22,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2097,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2017-08-22,2017-08-23,Mussels,ND,,,,,,,
BTX-2017-2098,Fal,B33AN,Cornwall PHA,SW81963546,Mylor Creek,2017-08-22,2017-08-23,Mussels,Detected,<400,,,,,,
BTX-2017-2099,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan ,2017-08-22,2017-08-23,Mussels,ND,,,,,,,
BTX-2017-2100,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-08-21,2017-08-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2101,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2017-08-22,2017-08-23,Mussels,ND,,,,,,,
BTX-2017-2102,Porlock,B094D,West Somerset Council,SS87114786,Porlock East,2017-08-22,2017-08-23,Pacific oysters,ND,,,,,,,
BTX-2017-2103,Salcombe,B029D,South Hams DC,SX75554148,Geese Quarries,2017-08-22,2017-08-23,Pacific oysters,Detected,?400,1713,,,,,Additional flesh sample requested
BTX-2017-2104,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,2017-08-22,2017-08-23,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2105,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2017-08-22,2017-08-23,Mussels,ND,,,,,,,
BTX-2017-2106,Lune,B066Y,Wyre BC,SD34504760,Sea Centre South,2017-08-22,2017-08-23,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2107,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2017-08-22,2017-08-23,Cockles,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2119,Morecambe Bay - Roosebeck,B48AX,Barrow-in-Furness BC,SD25996647,Roosebeck North,2017-08-23,2017-08-24,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2120,Morecambe Bay - Barrow,B077R,Barrow-in-Furness BC,SD24916365,Foulney,2017-08-23,2017-08-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2121,Beaulieu,B023I,New Forest DC,SU4028001350,Landing Stage,2017-08-23,2017-08-24,Manila clams,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2122,Ribble,B046C,West Lancashire DC,SD32802590,Point 31 Ribble Walls North,2017-08-23,2017-08-24,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2126,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2017-08-24,2017-08-25,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2127,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2017-08-24,2017-08-25,Pacific oysters,ND,,,,,,,
BTX-2017-2128,West Mersea,B13AA,Colchester BC,TM03101211,West Mersea Outfall,2017-08-24,2017-08-25,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2172,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2017-08-29,2017-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2173,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2017-08-29,2017-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2174,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2017-08-29,2017-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2175,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2017-08-29,2017-08-30,Mussels,Detected,<400,,,,,,
BTX-2017-2176,Menai Strait - West,B042O,Gwynedd CC,SH49916579,Area 11 East,2017-08-29,2017-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2177,Swale,B076P,Swale BC,TR01316497,The Causeway,2017-08-29,2017-08-30,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2178,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-08-29,2017-08-30,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2179,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2017-08-29,2017-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2180,Menai Strait - East,B055S,Gwynedd CC,SH5833473287,West of Bangor Pier,2017-08-29,2017-08-30,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2191,Lyme Bay,B090M,Torbay BC,Unverified,Site 1,2017-08-29,2017-08-31,Mussels,ND,,,,,,,
BTX-2017-2192,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW corner,2017-08-30,2017-08-31,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2193,Colne,B012F,Colchester BC,TM0620616011,Pyefleet Spit,2017-09-04,2017-09-05,Pacific Oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2194,The Wash,B003V,Boston BC,TF44234098,Toft,2017-09-04,2017-09-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2195,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2017-09-04,2017-09-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2196,Roach,B73AF,London PHA,TQ94909207,Paglesham,2017-09-04,2017-09-05,Hard clams,ND,,,<RL,<RL,<RL,1.9,
BTX-2017-2197,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2017-09-04,2017-09-05,Mussels,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2198,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2017-09-04,2017-09-05,Pacific oysters,ND,,,,,,,
BTX-2017-2199,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2017-09-04,2017-09-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2200,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,2017-09-04,2017-09-05,Native oysters,ND,,,<RL,<RL,<RL,<LOQ,
BTX-2017-2201,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2017-09-04,2017-09-05,Cockles,Detected,<400,,<RL,<RL,<RL,<LOQ,
BTX-2017-2202,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,2017-09-05,2017-09-05,Pacific oysters,ND,,,<RL,<RL,<RL,<LOQ,
